Car_Name,Brand,Year,Car_Age,Kms_Driven,Fuel_Type,Transmission,Owner,Engine,Power,Efficiency,Seats,Location,Seller_Type,Present_Price,Selling_Price
Altroz,Tata,2021,3,49616,Petrol,Automatic,1,1403,108.2,18.2,5,Hyderabad,Dealer,8.45,6.12
Harrier,Tata,2021,3,12899,Diesel,Manual,2,1956,169.9,22.4,5,Mumbai,Individual,16.0,11.23
Harrier,Tata,2023,1,17941,Diesel,Automatic,1,1956,169.7,19.4,5,Delhi,Dealer,16.96,15.06
Punch,Tata,2022,2,12643,Petrol,Manual,1,1199,89.9,21.4,5,Delhi,Individual,9.96,7.84
Punch,Tata,2024,0,2635,Petrol,Manual,2,1199,89.7,16.0,5,Bangalore,Individual,7.28,5.99
Harrier,Tata,2023,1,10501,Diesel,Automatic,1,1956,167.0,22.7,5,Mumbai,Dealer,16.18,14.56
Harrier,Tata,2021,3,39195,Diesel,Manual,0,1956,171.7,25.1,5,Chennai,Dealer,14.62,12.2
Harrier,Tata,2021,3,25832,Diesel,Automatic,1,1956,168.5,24.5,5,Chennai,Dealer,19.84,15.75
Nexon,Tata,2019,5,101932,Diesel,Manual,1,1352,121.0,25.8,5,Delhi,Individual,13.38,7.95
Punch,Tata,2021,3,33358,Petrol,Automatic,2,1199,85.7,17.1,5,Pune,Individual,7.73,5.11
Safari,Tata,2023,1,10743,Diesel,Automatic,0,1956,170.9,20.5,6,Ahmedabad,Dealer,23.17,20.85
Tigor,Tata,2022,2,22898,Petrol,Manual,3,1199,88.1,21.5,5,Hyderabad,Individual,9.32,6.2
Altroz,Tata,2020,4,39204,Petrol,Automatic,1,1285,109.0,17.3,5,Ahmedabad,Individual,9.29,6.4
Tiago,Tata,2019,5,78264,CNG,Automatic,0,1199,91.2,22.7,5,Ahmedabad,Individual,5.36,3.55
Altroz,Tata,2022,2,48442,Diesel,Manual,0,1227,92.8,20.9,5,Pune,Dealer,7.9,6.89
Punch,Tata,2023,1,21726,Petrol,Manual,3,1199,89.0,20.9,5,Pune,Individual,10.3,7.37
Tiago,Tata,2024,0,9814,Petrol,Manual,2,1199,90.5,18.5,5,Pune,Dealer,6.17,5.14
Altroz,Tata,2021,3,67444,Petrol,Manual,1,1346,96.6,21.3,5,Ahmedabad,Individual,11.32,7.93
Punch,Tata,2021,3,31208,Petrol,Manual,1,1199,88.7,19.1,5,Pune,Dealer,8.67,6.41
Safari,Tata,2021,3,46098,Diesel,Manual,2,1956,174.6,27.0,7,Bangalore,Dealer,17.76,12.33
Safari,Tata,2022,2,13436,Diesel,Automatic,1,1956,169.2,27.7,7,Delhi,Dealer,21.46,18.65
Tiago,Tata,2022,2,21752,CNG,Automatic,1,1199,87.1,28.1,5,Mumbai,Individual,6.68,5.25
Altroz,Tata,2023,1,24731,Diesel,Manual,0,1231,91.1,22.8,5,Pune,Dealer,10.11,9.1
Nexon EV,Tata,2022,2,44353,Electric,Automatic,1,0,141.5,270.0,5,Ahmedabad,Individual,17.23,14.3
Nexon,Tata,2024,0,8269,Petrol,Automatic,1,1279,128.1,16.1,5,Delhi,Individual,12.97,11.67
Nexon,Tata,2023,1,17912,Diesel,Automatic,2,1244,125.4,19.7,5,Chennai,Dealer,8.35,6.88
Harrier,Tata,2019,5,68894,Diesel,Automatic,2,1956,170.2,24.8,5,Hyderabad,Dealer,18.56,10.88
Altroz,Tata,2023,1,28918,Petrol,Manual,0,1213,105.6,20.0,5,Bangalore,Individual,8.57,7.71
Nexon,Tata,2024,0,14754,Petrol,Automatic,1,1303,124.9,20.1,5,Pune,Dealer,11.1,9.99
Nexon,Tata,2023,1,31503,Diesel,Manual,2,1237,124.8,18.4,5,Chennai,Individual,10.98,8.38
Indica,Tata,2014,10,94265,Petrol,Manual,3,1328,69.4,17.6,5,Mumbai,Dealer,3.69,1.48
Nexon,Tata,2018,6,49140,Diesel,Automatic,1,1277,126.8,21.1,5,Pune,Individual,9.35,5.57
Indica,Tata,2019,5,99354,CNG,Manual,0,1396,72.1,23.3,5,Pune,Dealer,4.04,2.51
Tigor,Tata,2017,7,102626,CNG,Automatic,1,1199,88.1,27.8,5,Bangalore,Dealer,8.22,4.12
Tiago,Tata,2019,5,23126,CNG,Manual,1,1199,87.2,28.5,5,Hyderabad,Dealer,8.36,5.44
Tigor,Tata,2024,0,2568,CNG,Manual,1,1199,92.1,25.4,5,Delhi,Dealer,9.57,8.58
Safari,Tata,2021,3,47746,Diesel,Automatic,2,1956,164.8,21.9,7,Chennai,Dealer,17.32,11.74
Harrier,Tata,2019,5,99338,Diesel,Automatic,0,1956,174.7,23.8,5,Delhi,Individual,17.29,11.56
Tigor,Tata,2023,1,7594,CNG,Automatic,1,1199,88.5,22.3,5,Mumbai,Dealer,9.7,8.4
Safari,Tata,2021,3,37638,Diesel,Automatic,1,1956,164.7,18.2,7,Pune,Dealer,22.74,17.62
Tiago,Tata,2024,0,2365,CNG,Manual,1,1199,84.4,29.7,5,Chennai,Dealer,8.23,7.41
Tiago,Tata,2019,5,69102,Petrol,Automatic,2,1199,87.9,16.9,5,Delhi,Dealer,7.31,4.16
Punch,Tata,2023,1,23465,Petrol,Manual,0,1199,88.4,16.1,5,Chennai,Dealer,7.1,6.39
Indica,Tata,2008,16,145702,Diesel,Manual,2,1369,76.2,22.9,5,Chennai,Dealer,5.85,2.34
Altroz,Tata,2023,1,16842,Diesel,Manual,2,1245,101.5,22.7,5,Ahmedabad,Dealer,9.64,7.85
Nexon,Tata,2018,6,35828,Petrol,Manual,0,1371,125.5,14.7,5,Bangalore,Dealer,9.68,6.28
Nexon EV,Tata,2023,1,10379,Electric,Automatic,0,0,141.5,319.9,5,Chennai,Individual,14.22,12.8
Nexon EV,Tata,2021,3,29727,Electric,Automatic,0,0,149.3,374.2,5,Bangalore,Individual,15.14,13.14
Safari,Tata,2023,1,4895,Diesel,Manual,2,1956,164.9,25.8,7,Bangalore,Individual,21.33,17.64
Punch,Tata,2024,0,7036,Petrol,Manual,1,1199,91.6,18.7,5,Bangalore,Dealer,6.91,6.22
Nexon EV,Tata,2022,2,16718,Electric,Automatic,1,0,137.8,231.7,5,Bangalore,Dealer,15.04,12.75
Nexon,Tata,2018,6,73720,Petrol,Automatic,1,1232,124.2,18.2,5,Bangalore,Dealer,12.06,6.7
Nexon EV,Tata,2020,4,77887,Electric,Automatic,1,0,130.0,343.1,5,Delhi,Dealer,14.38,10.1
Tigor,Tata,2024,0,1585,Petrol,Automatic,2,1199,86.0,20.4,5,Pune,Individual,9.39,8.21
Nexon,Tata,2017,7,102775,Diesel,Manual,2,1320,126.9,20.5,5,Chennai,Dealer,11.46,5.35
Nexon EV,Tata,2023,1,14483,Electric,Automatic,0,0,141.0,310.2,5,Chennai,Dealer,15.52,13.97
Punch,Tata,2021,3,67110,Petrol,Automatic,1,1199,88.3,21.8,5,Bangalore,Individual,9.5,6.92
Harrier,Tata,2023,1,9329,Diesel,Manual,2,1956,173.4,23.3,5,Ahmedabad,Individual,19.82,15.91
Punch,Tata,2021,3,50714,Petrol,Manual,0,1199,91.5,17.2,5,Pune,Dealer,7.01,5.32
Tigor,Tata,2024,0,12572,CNG,Manual,1,1199,87.5,27.6,5,Mumbai,Individual,8.61,7.75
Tiago,Tata,2023,1,25776,CNG,Manual,0,1199,85.0,24.3,5,Ahmedabad,Dealer,5.04,4.54
Tigor,Tata,2019,5,43973,Petrol,Automatic,2,1199,85.4,18.3,5,Ahmedabad,Dealer,6.49,3.78
Nexon,Tata,2022,2,12279,Diesel,Manual,0,1343,122.1,18.0,5,Chennai,Individual,13.02,11.72
Punch,Tata,2021,3,26871,Petrol,Automatic,1,1199,85.8,14.3,5,Bangalore,Dealer,7.05,5.32
Nexon EV,Tata,2024,0,1575,Electric,Automatic,2,0,130.6,250.2,5,Hyderabad,Individual,16.4,14.76
Altroz,Tata,2020,4,28500,Petrol,Manual,2,1444,93.3,19.0,5,Chennai,Individual,7.73,4.87
Nexon EV,Tata,2021,3,39332,Electric,Automatic,1,0,143.8,339.4,5,Mumbai,Individual,14.15,11.13
Altroz,Tata,2021,3,63138,Diesel,Manual,3,1340,107.6,26.5,5,Hyderabad,Individual,8.23,4.82
Safari,Tata,2022,2,19032,Diesel,Automatic,0,1956,168.9,25.9,6,Mumbai,Dealer,22.91,20.62
Tigor,Tata,2024,0,2114,Petrol,Manual,0,1199,88.5,16.8,5,Delhi,Individual,9.68,8.71
Harrier,Tata,2020,4,49930,Diesel,Manual,0,1956,172.9,19.3,5,Hyderabad,Dealer,21.17,16.19
Punch,Tata,2021,3,32683,Petrol,Manual,1,1199,87.9,21.8,5,Bangalore,Dealer,8.78,6.44
Tigor,Tata,2023,1,15781,Petrol,Manual,2,1199,85.9,19.2,5,Bangalore,Dealer,6.24,4.73
Safari,Tata,2024,0,6095,Diesel,Automatic,0,1956,164.2,25.8,7,Mumbai,Dealer,18.03,16.23
Altroz,Tata,2024,0,2794,Diesel,Manual,1,1453,108.3,22.6,5,Hyderabad,Dealer,11.25,10.12
Nexon,Tata,2023,1,16558,Diesel,Manual,0,1292,122.5,27.1,5,Ahmedabad,Individual,14.76,13.28
Tiago,Tata,2017,7,61930,CNG,Manual,1,1199,89.8,23.9,5,Chennai,Dealer,7.11,3.75
Safari,Tata,2021,3,23554,Diesel,Manual,1,1956,173.3,20.2,6,Mumbai,Dealer,17.99,13.68
Tiago,Tata,2020,4,50385,Petrol,Manual,3,1199,87.5,15.2,5,Delhi,Individual,5.36,2.87
Harrier,Tata,2024,0,14371,Diesel,Automatic,1,1956,174.1,23.8,5,Mumbai,Dealer,17.75,15.97
Nano,Tata,2016,8,111848,Petrol,Manual,0,774,37.7,21.7,4,Pune,Dealer,2.19,1.06
Altroz,Tata,2022,2,12203,Petrol,Manual,1,1275,105.6,21.1,5,Bangalore,Dealer,9.49,7.57
Punch,Tata,2024,0,2383,Petrol,Automatic,1,1199,86.3,15.1,5,Bangalore,Dealer,7.22,6.5
Nexon,Tata,2022,2,41088,Petrol,Automatic,0,1335,127.0,19.5,5,Chennai,Individual,10.05,8.48
Nexon,Tata,2019,5,99716,Diesel,Automatic,1,1279,125.2,26.6,5,Ahmedabad,Dealer,9.55,5.84
Tigor,Tata,2017,7,134094,CNG,Manual,0,1199,89.5,26.0,5,Hyderabad,Dealer,7.84,4.0
Indica,Tata,2014,10,96455,Diesel,Manual,2,1271,69.0,21.8,5,Chennai,Individual,3.64,1.46
Tiago,Tata,2022,2,26936,CNG,Manual,0,1199,91.8,24.2,5,Bangalore,Individual,7.16,6.26
Nano,Tata,2013,11,83452,Petrol,Manual,1,748,36.9,21.7,4,Ahmedabad,Individual,3.06,1.22
Nexon EV,Tata,2023,1,25284,Electric,Automatic,2,0,140.4,314.2,5,Ahmedabad,Dealer,16.4,13.05
Tiago,Tata,2019,5,60487,CNG,Automatic,2,1199,87.6,26.7,5,Mumbai,Dealer,7.09,3.95
Nexon EV,Tata,2021,3,48023,Electric,Automatic,0,0,135.3,333.1,5,Hyderabad,Dealer,17.03,14.45
Tigor,Tata,2022,2,41706,Petrol,Manual,1,1199,88.9,19.6,5,Delhi,Individual,8.26,6.21
Tiago,Tata,2024,0,8649,CNG,Automatic,1,1199,89.2,28.9,5,Ahmedabad,Individual,7.33,6.6
Punch,Tata,2021,3,59961,Petrol,Automatic,2,1199,86.2,16.1,5,Pune,Dealer,8.95,5.92
Nexon,Tata,2023,1,14809,Diesel,Manual,1,1490,123.6,22.1,5,Mumbai,Individual,9.54,8.22
Harrier,Tata,2019,5,78970,Diesel,Automatic,0,1956,170.1,26.1,5,Chennai,Individual,15.74,10.92
Punch,Tata,2024,0,1557,Petrol,Automatic,0,1199,88.6,17.4,5,Pune,Dealer,10.16,9.14
Tigor,Tata,2022,2,31884,Petrol,Manual,2,1199,89.7,21.2,5,Ahmedabad,Dealer,9.17,6.72
Punch,Tata,2024,0,11848,Petrol,Manual,3,1199,89.6,16.5,5,Hyderabad,Dealer,7.24,5.54
Safari,Tata,2022,2,9777,Diesel,Manual,2,1956,170.1,23.9,7,Ahmedabad,Dealer,19.75,14.97
Nexon EV,Tata,2023,1,13443,Electric,Automatic,0,0,132.2,287.5,5,Bangalore,Individual,16.32,14.69
Altroz,Tata,2023,1,9262,Diesel,Manual,1,1281,101.8,24.2,5,Mumbai,Individual,9.81,8.83
Nexon,Tata,2021,3,47256,Petrol,Automatic,1,1456,120.5,18.5,5,Chennai,Dealer,14.21,10.7
Punch,Tata,2024,0,4757,Petrol,Manual,0,1199,89.2,19.4,5,Pune,Individual,10.3,9.27
Nexon EV,Tata,2021,3,39412,Electric,Automatic,1,0,136.7,282.1,5,Chennai,Individual,19.51,14.77
Tigor,Tata,2022,2,50704,Petrol,Manual,1,1199,90.1,19.7,5,Ahmedabad,Individual,7.11,5.39
Altroz,Tata,2023,1,11346,Petrol,Manual,1,1421,91.6,16.5,5,Mumbai,Individual,7.48,6.5
Nexon,Tata,2022,2,12592,Petrol,Automatic,0,1270,127.5,15.0,5,Chennai,Individual,13.28,11.95
Tiago,Tata,2022,2,8840,Petrol,Automatic,2,1199,90.7,20.4,5,Hyderabad,Dealer,5.43,3.98
Nexon,Tata,2018,6,85643,Diesel,Manual,3,1361,126.6,18.0,5,Chennai,Dealer,11.57,5.2
Nexon,Tata,2024,0,4694,Diesel,Manual,2,1390,118.4,25.3,5,Chennai,Individual,12.92,10.92
Safari,Tata,2023,1,6982,Diesel,Manual,0,1956,171.1,22.7,6,Ahmedabad,Individual,23.9,21.51
Nexon,Tata,2022,2,44473,Diesel,Manual,0,1400,131.0,26.6,5,Ahmedabad,Dealer,14.57,12.44
Nexon,Tata,2020,4,43571,Petrol,Manual,0,1243,123.1,21.5,5,Hyderabad,Individual,13.42,9.54
Nexon,Tata,2018,6,56787,Diesel,Manual,0,1227,127.7,22.1,5,Mumbai,Individual,10.71,6.82
Nexon,Tata,2018,6,115523,Petrol,Manual,1,1458,123.2,14.3,5,Hyderabad,Individual,8.07,4.1
Safari,Tata,2023,1,26261,Diesel,Automatic,2,1956,170.8,24.2,6,Delhi,Dealer,22.6,18.61
Tiago,Tata,2020,4,55257,CNG,Automatic,1,1199,90.4,22.6,5,Ahmedabad,Dealer,5.93,3.91
Harrier,Tata,2023,1,8152,Diesel,Manual,1,1956,171.8,27.4,5,Chennai,Dealer,20.27,18.14
Altroz,Tata,2024,0,9587,Petrol,Automatic,1,1431,100.4,17.6,5,Ahmedabad,Dealer,7.52,6.77
Nano,Tata,2014,10,95172,Petrol,Manual,0,681,36.8,17.2,4,Mumbai,Individual,3.08,1.23
Tigor,Tata,2020,4,19813,Petrol,Automatic,1,1199,90.5,18.7,5,Delhi,Individual,7.85,5.61
Punch,Tata,2021,3,36005,Petrol,Manual,1,1199,87.4,17.0,5,Mumbai,Individual,9.86,7.2
Punch,Tata,2022,2,19005,Petrol,Manual,1,1199,89.2,18.4,5,Bangalore,Individual,10.48,8.59
Punch,Tata,2024,0,9957,Petrol,Manual,3,1199,87.3,15.8,5,Bangalore,Dealer,7.01,5.15
Nexon,Tata,2020,4,19008,Diesel,Automatic,1,1206,124.9,25.9,5,Mumbai,Individual,9.03,6.46
Nano,Tata,2008,16,93945,Petrol,Manual,0,709,38.4,19.1,4,Mumbai,Individual,2.25,0.9
Safari,Tata,2021,3,46045,Diesel,Automatic,0,1956,166.4,24.5,6,Mumbai,Individual,24.27,20.05
Punch,Tata,2022,2,22254,Petrol,Manual,0,1199,88.2,19.1,5,Chennai,Individual,7.89,6.63
Tiago,Tata,2016,8,54645,Petrol,Manual,3,1199,91.9,17.5,5,Mumbai,Dealer,8.44,3.38
Tigor,Tata,2023,1,19357,Petrol,Automatic,0,1199,84.4,15.2,5,Delhi,Dealer,9.83,8.85
Nexon,Tata,2024,0,12417,Diesel,Manual,2,1496,129.8,21.0,5,Hyderabad,Dealer,13.9,11.95
Altroz,Tata,2022,2,10018,Diesel,Automatic,1,1424,103.0,25.0,5,Bangalore,Individual,9.86,8.32
Nexon,Tata,2021,3,15682,Petrol,Automatic,3,1328,122.7,17.3,5,Pune,Dealer,13.76,8.86
Safari,Tata,2023,1,19741,Diesel,Automatic,2,1956,173.2,25.2,6,Chennai,Individual,21.19,17.64
Punch,Tata,2022,2,39291,Petrol,Manual,1,1199,88.5,18.9,5,Delhi,Dealer,7.28,5.78
Nexon,Tata,2022,2,33530,Petrol,Automatic,0,1367,117.6,17.5,5,Mumbai,Dealer,8.33,7.4
Altroz,Tata,2023,1,21378,Diesel,Manual,2,1465,99.7,26.4,5,Delhi,Dealer,7.91,6.18
Nexon,Tata,2022,2,24759,Diesel,Manual,0,1276,118.0,26.2,5,Mumbai,Individual,14.73,12.92
Nexon,Tata,2019,5,41361,Petrol,Automatic,1,1235,120.5,16.1,5,Ahmedabad,Individual,9.73,6.2
Altroz,Tata,2020,4,22560,Diesel,Manual,1,1377,105.4,20.0,5,Pune,Dealer,8.48,5.98
Altroz,Tata,2024,0,3492,Diesel,Manual,1,1452,99.9,18.5,5,Pune,Dealer,11.31,10.18
Nexon,Tata,2020,4,31035,Diesel,Manual,3,1458,124.4,21.8,5,Bangalore,Dealer,8.85,5.12
Nexon,Tata,2024,0,12131,Petrol,Manual,2,1440,118.2,17.8,5,Hyderabad,Individual,8.1,6.73
Harrier,Tata,2020,4,52011,Diesel,Manual,3,1956,170.9,28.0,5,Hyderabad,Dealer,18.6,10.8
Safari,Tata,2022,2,42267,Diesel,Automatic,2,1956,168.8,18.3,6,Delhi,Individual,20.45,15.23
Tigor,Tata,2018,6,119733,Petrol,Manual,3,1199,87.8,14.9,5,Hyderabad,Dealer,6.45,2.79
Altroz,Tata,2021,3,25807,Petrol,Manual,2,1474,99.2,16.1,5,Chennai,Individual,7.43,5.05
Altroz,Tata,2024,0,9491,Petrol,Automatic,1,1453,99.2,18.0,5,Ahmedabad,Individual,10.24,9.22
Nexon,Tata,2021,3,66688,Diesel,Automatic,2,1262,129.7,24.5,5,Pune,Individual,10.92,7.21
Tigor,Tata,2024,0,10890,Petrol,Automatic,1,1199,87.3,17.0,5,Pune,Individual,8.11,7.3
Nexon,Tata,2017,7,104959,Diesel,Manual,1,1454,118.1,24.3,5,Hyderabad,Dealer,12.82,6.53
Punch,Tata,2022,2,24083,Petrol,Manual,1,1199,90.8,15.8,5,Bangalore,Dealer,6.93,5.47
Tiago,Tata,2024,0,14590,Petrol,Manual,2,1199,87.3,17.7,5,Mumbai,Dealer,6.13,5.1
Nexon EV,Tata,2023,1,24446,Electric,Automatic,0,0,138.0,303.0,5,Pune,Dealer,14.57,13.11
Nexon EV,Tata,2021,3,26495,Electric,Automatic,1,0,138.9,270.4,5,Chennai,Dealer,15.98,12.34
Tiago,Tata,2019,5,84060,CNG,Automatic,0,1199,89.9,24.9,5,Hyderabad,Dealer,7.59,4.97
Nexon,Tata,2023,1,17565,Diesel,Manual,1,1395,120.6,22.2,5,Delhi,Dealer,12.43,11.05
Nexon,Tata,2022,2,32659,Diesel,Manual,2,1329,126.6,23.8,5,Delhi,Dealer,9.99,7.36
Tiago,Tata,2018,6,58838,CNG,Automatic,1,1199,89.7,26.4,5,Mumbai,Dealer,7.83,4.58
Tiago,Tata,2021,3,15613,CNG,Automatic,0,1199,87.9,29.1,5,Bangalore,Individual,7.36,6.02
Nexon,Tata,2018,6,75736,Diesel,Manual,3,1291,127.6,19.9,5,Bangalore,Dealer,9.99,4.77
Tigor,Tata,2022,2,43814,Petrol,Manual,1,1199,86.0,16.7,5,Mumbai,Dealer,6.57,5.03
Tiago,Tata,2024,0,2883,CNG,Manual,1,1199,85.9,22.7,5,Bangalore,Dealer,6.76,6.08
Tiago,Tata,2018,6,26987,Petrol,Manual,0,1199,85.5,18.0,5,Ahmedabad,Dealer,7.27,4.65
Punch,Tata,2022,2,21708,Petrol,Manual,3,1199,89.2,19.7,5,Pune,Individual,7.93,5.32
Safari,Tata,2021,3,49904,Diesel,Automatic,2,1956,165.0,22.2,6,Mumbai,Individual,18.0,12.05
Punch,Tata,2023,1,18433,Petrol,Manual,0,1199,91.3,17.7,5,Delhi,Dealer,6.95,6.25
Nexon EV,Tata,2021,3,36546,Electric,Automatic,3,0,138.1,361.4,5,Hyderabad,Dealer,16.0,10.24
Nexon EV,Tata,2020,4,24289,Electric,Automatic,3,0,147.7,219.4,5,Ahmedabad,Individual,15.81,9.62
Punch,Tata,2021,3,51150,Petrol,Manual,1,1199,90.1,15.2,5,Ahmedabad,Individual,9.69,6.93
Tiago,Tata,2022,2,41220,CNG,Automatic,0,1199,90.2,26.1,5,Bangalore,Individual,5.48,4.79
Tiago,Tata,2018,6,94138,Petrol,Automatic,1,1199,85.2,21.8,5,Mumbai,Individual,7.96,4.24
Nexon,Tata,2022,2,27369,Petrol,Manual,1,1380,122.6,15.2,5,Chennai,Individual,14.27,11.48
Nexon EV,Tata,2022,2,10240,Electric,Automatic,0,0,134.4,347.8,5,Bangalore,Dealer,17.91,16.12
Punch,Tata,2022,2,34214,Petrol,Automatic,0,1199,88.4,18.9,5,Ahmedabad,Dealer,9.83,8.59
Punch,Tata,2023,1,17523,Petrol,Manual,1,1199,87.7,14.2,5,Hyderabad,Individual,8.26,7.18
Punch,Tata,2023,1,24371,Petrol,Manual,3,1199,89.2,18.7,5,Bangalore,Individual,8.4,5.75
Punch,Tata,2024,0,4231,Petrol,Automatic,1,1199,89.8,18.6,5,Bangalore,Dealer,7.76,6.98
Nexon EV,Tata,2021,3,21725,Electric,Automatic,1,0,137.4,316.7,5,Ahmedabad,Dealer,19.48,15.96
Altroz,Tata,2024,0,4803,Diesel,Manual,1,1467,98.1,27.0,5,Pune,Dealer,7.32,6.59
Nexon,Tata,2024,0,10922,Diesel,Manual,3,1243,122.5,18.9,5,Delhi,Dealer,14.11,10.76
Indica,Tata,2018,6,35550,CNG,Manual,2,1265,73.8,29.6,5,Pune,Individual,4.69,2.55
Tiago,Tata,2022,2,32998,CNG,Automatic,0,1199,85.4,25.8,5,Bangalore,Dealer,6.92,5.88
Tigor,Tata,2023,1,17274,CNG,Manual,1,1199,89.3,24.7,5,Mumbai,Dealer,8.79,7.33
Nexon,Tata,2024,0,14809,Diesel,Automatic,1,1269,125.1,26.7,5,Hyderabad,Individual,12.66,11.39
Altroz,Tata,2021,3,29043,Diesel,Manual,2,1394,108.6,23.1,5,Delhi,Individual,10.65,7.28
Nexon,Tata,2017,7,109851,Petrol,Manual,1,1211,129.7,19.0,5,Mumbai,Individual,12.14,5.7
Tigor,Tata,2018,6,66222,CNG,Manual,2,1199,89.7,28.6,5,Bangalore,Individual,9.78,4.97
Safari,Tata,2023,1,14124,Diesel,Manual,1,1956,165.1,25.4,6,Pune,Individual,22.41,19.85
Nexon,Tata,2021,3,33038,Diesel,Manual,0,1468,132.3,26.8,5,Chennai,Individual,13.05,11.0
Harrier,Tata,2019,5,59316,Diesel,Automatic,1,1956,168.9,26.9,5,Pune,Individual,15.75,9.96
Tiago,Tata,2024,0,13150,Petrol,Manual,2,1199,85.3,17.6,5,Ahmedabad,Dealer,8.42,6.99
Tigor,Tata,2019,5,38988,Petrol,Manual,2,1199,92.2,15.8,5,Bangalore,Individual,7.4,4.25
Punch,Tata,2022,2,38367,Petrol,Manual,1,1199,88.4,14.8,5,Bangalore,Individual,7.76,6.18
Nexon,Tata,2019,5,34547,Petrol,Manual,1,1322,133.5,14.5,5,Ahmedabad,Individual,8.84,5.62
Nexon,Tata,2021,3,34100,Diesel,Manual,0,1290,121.6,23.5,5,Chennai,Dealer,8.15,6.62
Nano,Tata,2008,16,122707,Petrol,Manual,1,729,38.9,15.2,4,Delhi,Individual,2.99,1.2
Nexon EV,Tata,2024,0,7294,Electric,Automatic,3,0,136.3,265.5,5,Bangalore,Dealer,14.44,11.46
Nexon EV,Tata,2024,0,11399,Electric,Automatic,2,0,140.7,268.1,5,Ahmedabad,Dealer,17.04,15.27
Safari,Tata,2021,3,12792,Diesel,Automatic,2,1956,171.5,21.3,7,Delhi,Individual,17.29,12.35
Tigor,Tata,2017,7,67715,Petrol,Manual,0,1199,91.0,16.6,5,Chennai,Individual,9.47,5.29
Nexon,Tata,2019,5,89041,Petrol,Automatic,1,1440,123.2,14.9,5,Ahmedabad,Dealer,8.78,5.25
Nexon,Tata,2017,7,65449,Petrol,Manual,0,1497,116.4,18.1,5,Mumbai,Dealer,9.71,5.36
Punch,Tata,2022,2,25390,Petrol,Manual,1,1199,88.5,20.4,5,Pune,Individual,10.03,8.14
Tiago,Tata,2021,3,57096,CNG,Automatic,0,1199,85.6,29.7,5,Chennai,Individual,8.34,6.44
Tigor,Tata,2017,7,125347,CNG,Manual,1,1199,85.1,24.7,5,Ahmedabad,Individual,8.57,3.98
Safari,Tata,2021,3,49681,Diesel,Manual,0,1956,166.0,19.2,7,Ahmedabad,Dealer,20.17,16.47
Safari,Tata,2024,0,2803,Diesel,Automatic,1,1956,168.9,26.7,6,Ahmedabad,Individual,17.29,15.56
Nexon EV,Tata,2020,4,44479,Electric,Automatic,3,0,135.4,385.5,5,Mumbai,Dealer,16.91,10.01
Nexon,Tata,2021,3,45543,Diesel,Automatic,3,1370,119.4,20.1,5,Chennai,Dealer,10.64,6.67
Harrier,Tata,2024,0,6295,Diesel,Automatic,0,1956,170.5,20.9,5,Chennai,Individual,21.69,19.52
Tigor,Tata,2020,4,78633,Petrol,Automatic,3,1199,86.3,17.8,5,Chennai,Individual,8.43,4.59
Tiago,Tata,2018,6,33534,Petrol,Manual,1,1199,90.8,16.4,5,Pune,Dealer,8.23,4.71
Tiago,Tata,2018,6,50837,CNG,Automatic,1,1199,83.7,25.4,5,Bangalore,Dealer,6.42,3.67
Punch,Tata,2024,0,13599,Petrol,Manual,3,1199,86.7,18.7,5,Hyderabad,Individual,7.37,5.51
Safari,Tata,2022,2,43371,Diesel,Automatic,1,1956,172.3,24.3,6,Pune,Individual,18.65,15.25
Punch,Tata,2024,0,13362,Petrol,Manual,2,1199,88.2,16.7,5,Hyderabad,Individual,6.99,5.6
Nexon EV,Tata,2020,4,60865,Electric,Automatic,2,0,150.8,374.5,5,Pune,Dealer,19.37,12.38
Nexon EV,Tata,2021,3,61582,Electric,Automatic,2,0,135.9,322.1,5,Hyderabad,Dealer,17.53,12.04
Altroz,Tata,2022,2,39593,Diesel,Automatic,1,1224,93.0,24.7,5,Bangalore,Individual,11.4,9.32
Altroz,Tata,2024,0,1198,Diesel,Manual,1,1384,97.9,21.0,5,Ahmedabad,Individual,7.85,7.06
Tiago,Tata,2022,2,39281,CNG,Manual,2,1199,87.4,26.9,5,Pune,Dealer,5.61,3.92
Nexon,Tata,2020,4,29465,Petrol,Automatic,0,1206,132.2,14.6,5,Mumbai,Individual,8.31,6.53
Safari,Tata,2023,1,22134,Diesel,Manual,2,1956,168.7,19.3,6,Mumbai,Dealer,16.32,12.67
Tigor,Tata,2024,0,5740,CNG,Manual,0,1199,87.5,24.0,5,Pune,Individual,7.22,6.5
Nexon EV,Tata,2023,1,14486,Electric,Automatic,2,0,146.2,294.1,5,Delhi,Dealer,17.1,13.88
Nexon,Tata,2018,6,81163,Diesel,Manual,2,1236,121.7,22.3,5,Bangalore,Dealer,14.42,7.45
Tiago,Tata,2018,6,34946,CNG,Automatic,0,1199,87.8,23.1,5,Pune,Dealer,7.93,5.29
Harrier,Tata,2024,0,8063,Diesel,Automatic,1,1956,172.4,18.9,5,Bangalore,Dealer,17.92,16.13
Tigor,Tata,2019,5,76110,CNG,Manual,0,1199,89.2,26.7,5,Mumbai,Dealer,9.99,6.33
Tigor,Tata,2018,6,67472,CNG,Manual,2,1199,88.7,24.7,5,Hyderabad,Individual,8.4,4.3
Punch,Tata,2023,1,12285,Petrol,Manual,0,1199,85.8,14.7,5,Pune,Individual,8.37,7.53
